"#ID","Service Name","State","Service Description","Price Type","Billing Mode","Price","Tax Rate","Xero Account Name","Quickbooks Inventory Item","Unit Name","Min Price","Max Price","Service Terms","Created","Updated"
"2790939","Accounting | Bookkeeping | Onboarding & Optimization","active","<p>At Motta Financial, our Bookkeeping Onboarding &amp; Optimization service is designed to establish a robust and efficient financial foundation for your business. Whether you're just starting out or need a reset for your accounting processes, we provide comprehensive solutions tailored to your unique needs. This service includes:</p><ul><li> <strong>Customized Chart of Accounts Creation:</strong> We'll design and implement a chart of accounts specific to your business, ensuring a clear and organized financial structure that aligns with industry standards and your operational needs.</li><li> <strong>Year-to-Date Catch-Up and Clean-Up:</strong> For businesses needing to reconcile past transactions, we'll clean up and catch up your books year-to-date, ensuring accuracy and compliance.</li><li> <strong>Platform Integration:</strong> We'll seamlessly connect your business platforms—such as POS systems, payroll providers, and CRM tools—to your accounting software, enhancing efficiency and reducing manual input.</li><li> <strong>General Ledger Optimization:</strong> Our team will streamline your general ledger by automating recurring transactions, setting up rules, and reducing redundancies, creating a time-saving and scalable accounting system.</li><li> <strong>Tailored Monthly Reporting Package:</strong> Gain clarity and insights with a customized monthly reporting package. We'll provide key performance indicators, financial statements, and actionable insights, designed to meet the specific needs of your business.</li></ul><p>With our Bookkeeping Set-Up and Optimization service, you'll not only achieve accurate and compliant financial records but also gain valuable insights and efficiencies that position your business for growth. Let us take care of the details so you can focus on what you do best.</p>","fixed","automatic","500.0","Exempt","","ACCT_Bookkeeping_Onboarding","","","","<ul> <li> <strong>Scope of Work:</strong><br>This service includes:<ul> <li>Creation and implementation of a customized chart of accounts.</li> <li>Year-to-date reconciliation and clean-up of existing financial records.</li> <li>Integration of specified business platforms into the accounting system.</li> <li>Optimization of the general ledger for automated transaction processing.</li> <li>Development and delivery of a tailored monthly reporting package.<br>Any additional services requested outside this scope may incur additional charges.</li> </ul> </li> <li> <strong>Client Responsibilities:</strong><ul> <li>Timely provision of accurate and complete financial records, including transaction details, receipts, and access to relevant systems.</li> <li>Access to necessary third-party platforms, such as POS, payroll, and CRM systems, to facilitate integration.</li> <li>Prompt response to inquiries related to financial records and business operations.</li> </ul> </li> <li> <strong>Timeline and Deliverables:</strong><ul> <li>The setup and optimization process will be completed within a mutually agreed timeline, contingent on the timely submission of all required documents and access credentials by the client.</li> <li>The tailored monthly reporting package will be delivered at the end of each reporting period (e.g., monthly, quarterly) as specified in the agreement.</li> </ul> </li> <li> <strong>Confidentiality:</strong><ul><li>All client financial data and business information will be handled with the utmost confidentiality and used solely for the purpose of providing the agreed-upon services.</li></ul> </li> <li> <strong>Payment Terms:</strong><ul> <li>A non-refundable deposit is required to initiate services.</li> <li>The remaining balance is due upon completion of the bookkeeping set-up and optimization process unless otherwise specified in the agreement.</li> <li>Monthly reporting services will be billed at an agreed-upon recurring fee.</li> </ul> </li> <li> <strong>Accuracy Disclaimer:</strong><ul><li>Motta Financial will rely on the information provided by the client for the completion of this service. Errors or omissions in the information provided may affect the accuracy and reliability of deliverables. Motta Financial is not liable for issues arising from incomplete or incorrect client data.</li></ul> </li> <li> <strong>Platform Compatibility:</strong><ul><li>Integration of business platforms is limited to those compatible with the agreed-upon accounting software. Additional fees may apply for integrating non-standard systems or platforms requiring custom solutions.</li></ul> </li> <li> <strong>Termination of Services:</strong><ul><li>Either party may terminate the service agreement with written notice. In the event of termination, the client is responsible for payment of all work completed up to the termination date.</li></ul> </li> <li> <strong>Liability:</strong><ul><li>Motta Financial is not responsible for compliance issues or penalties that arise due to errors or omissions in prior accounting records outside the scope of this service.</li></ul> </li> <li> <strong>Amendments:</strong><ul><li>Changes to the scope of services, deliverables, or timelines must be agreed upon in writing by both parties and may result in adjustments to fees or deadlines.</li></ul> </li> </ul>","November 23, 2024 08:07 pm","November 11, 2025 04:41 pm"
"2790941","Due Diligence | Mergers & Acquisitions Support","active","<p>Assisting with due diligence, financial analysis, and transaction structuring.</p>","unit","manual","199.0","Exempt","","ADVS_M&A_Mergers & Acquisitions Support","hour","","","","November 23, 2024 08:07 pm","November 11, 2025 04:53 pm"
"2790948","Tax | IRS Representation","active","<p>Handling IRS disputes, audits, or</p>","unit","manual","199.0","Exempt","","TAX_Advisory_IRS Representation","hour","","","","November 23, 2024 08:07 pm","November 12, 2025 12:12 pm"
"2790949","Compliance | General Filing","active","<p>Handling regular filings like sales tax returns, franchise tax filings, and regulatory compliance for certain industries.</p>","fixed","automatic","0.0","Exempt","","ADVS_Compliance_Compliance Filings","","","","","November 23, 2024 08:07 pm","November 11, 2025 04:50 pm"
"2790951","Tax | Financial Statement Audits","active","<p>Full audits of financial statements to ensure they adhere to accounting standards like GAAP or IFRS. This could include audits for businesses, nonprofits, or government entities.</p>","unit","manual","249.0","Exempt","","ACCT_Audit_Financial Statement Audits","hour","","","","November 23, 2024 08:07 pm","November 12, 2025 12:23 pm"
"2790957","Tax | Audit Readiness","active","<p>Preparing companies for audits or reviews (by organizing financial documentation, reviewing controls, etc) to ensure the financial information is accurate and compliant for a third-party audit.</p>","unit","manual","199.0","Exempt","","ACCT_Audit Readiness","hour","","","","November 23, 2024 08:09 pm","November 12, 2025 12:22 pm"
"2791119","Tax | Prep (1120s): S-Corporation","active","<p>Our Premium Tax Preparation Service for S-Corporations is designed to deliver accurate, efficient, and comprehensive support for your tax filing needs. This service includes:</p><ul><li> <strong>Annual Federal and State Tax Return Preparation (Form 1120S):</strong> Preparation of the S-Corp tax return, including all required schedules and attachments, ensuring full compliance with IRS and state requirements.</li><li> <strong>Shareholder K-1 Preparation:</strong> Detailed preparation of Schedule K-1 forms for all shareholders, ensuring timely and accurate reporting of individual income, credits, and deductions.</li><li> <strong>Year-Round Tax Planning:</strong> Proactive strategies tailored to optimize your tax position, minimize liabilities, and take advantage of applicable credits and deductions.</li><li> <strong>Quarterly Estimated Tax Guidance:</strong> Support in calculating and planning quarterly estimated tax payments to avoid underpayment penalties.</li><li> <strong>Audit Protection:</strong> Assistance with responding to IRS or state notices related to the tax return we prepare.</li><li> <strong>Dedicated Tax Advisor:</strong> A dedicated tax expert to answer questions, provide insights, and address your specific business concerns.</li></ul>","fixed","automatic","1250.0","Exempt","","Tax_Prep_1120s_S-Corp","","","","<ul><li><strong>Scope of Work:</strong> The service covers preparation and filing of federal and state income tax returns for one S-Corporation and includes preparation of up to four Schedule K-1 forms for shareholders. Additional services, including multi-state filings or additional K-1s, may incur additional fees.</li><li><strong>Information Accuracy:</strong> The client is responsible for providing accurate, complete, and timely financial and operational information necessary for tax preparation.</li><li><strong>Timeliness:</strong> Documents required for tax preparation must be submitted at least 30 days before the filing deadline. Late submissions may result in additional fees or the need for an extension.</li><li><strong>Confidentiality:</strong> All client information will be handled with the highest level of confidentiality and used solely for the purpose of tax preparation.</li><li><strong>Payment Terms:</strong> Fees for the service are due upon completion and before filing the tax return. Payment plans may be available upon request.</li><li><strong>Liability:</strong> Motta Financial is not responsible for errors resulting from incorrect or incomplete information provided by the client. Any penalties or interest incurred as a result of such errors will be the responsibility of the client.</li><li><strong>Amendments:</strong> Should amendments to previously filed returns be required due to errors outside our scope, additional charges will apply.</li><li><strong>Additional Support:</strong> Advisory or consulting services beyond the scope of the tax return preparation will be billed separately at the prevailing hourly rate.</li></ul>","November 24, 2024 01:35 am","November 11, 2025 05:35 pm"
"2791644","Tax | Schedule C: Contractor & Self Employment","active","<p>Schedule C is designed for sole proprietors and single-member LLCs to report income and expenses from their business activities. We meticulously prepare this schedule to maximize deductions and ensure compliance. Services include:</p><ul><li>Detailed reporting of business income.</li><li>Optimization of deductible expenses (e.g., home office, travel, equipment).</li><li>Strategic tax advice for self-employed individuals.</li></ul><p><strong>Service Terms:</strong></p><ul><li><strong>Documentation Required:</strong> Client must provide income and expense records, including receipts, invoices, and bank statements.</li><li><strong>Additional Fees:</strong> Apply for complex businesses or those requiring significant bookkeeping adjustments.</li><li><strong>Delivery Timeline:</strong> Preparation contingent on timely submission of required documents.</li></ul>","fixed","manual","350.0","Exempt","","Tax_Prep_Sch C_Self-Employed","","","","<ul> <li> <strong>Scope of Work:</strong><ul><li>Motta Financial will prepare the selected schedules based on information provided by the client.</li></ul> </li> <li> <strong>Accuracy of Information:</strong><ul><li>The client is responsible for providing accurate and complete documentation. Any changes or omissions may result in additional fees.</li></ul> </li> <li> <strong>Filing Deadlines:</strong><ul><li>The client must submit all necessary documents by the deadlines communicated by Motta Financial to ensure timely filing.</li></ul> </li> <li> <strong>Additional Fees:</strong><ul><li>Additional charges may apply for significant bookkeeping corrections, incomplete documentation, or unusually complex scenarios.</li></ul> </li> <li> <strong>Audit Protection (Optional):</strong><ul><li>Clients may add MottaGuard Audit Protection for representation in case of IRS or state audits related to these schedules.</li></ul> </li> <li> <strong>Payment Terms:</strong><ul><li>Fees for each schedule are billed in addition to base tax preparation charges. Payment must be completed before filing.</li></ul> </li> <li> <strong>Confidentiality:</strong><ul><li>Motta Financial ensures all client data is handled securely and in compliance with privacy laws.</li></ul> </li> </ul>","November 24, 2024 05:57 pm","November 12, 2025 12:35 pm"
"2792035","MottaGuard Compliance Services","active","<p>Compliance doesn't have to be complicated. With MottaGuard, we provide proactive monitoring and management of your tax obligations to ensure you're always up-to-date with federal, state, and local requirements. Our <strong>Audit Protection</strong> enhances this service by ensuring you're fully supported in the event of a tax audit.</p><p><strong>Services Provided:</strong></p><ul> <li>Ongoing monitoring of filing deadlines and compliance requirements.</li> <li>Management of tax notices and IRS correspondence.</li> <li>Real-time updates on changes to tax laws affecting your business.</li> <li>Quarterly reviews to ensure compliance and identify planning opportunities.</li> <li> <strong>Audit Protection:</strong> Our team will act as your representative with tax authorities, handling all audit-related communications, documentation requests, and resolutions.</li> </ul><p><strong>Why It Matters:</strong><br>Avoid penalties, reduce risks, and stay ahead of the curve with our MottaGuard Compliance Services. With our Audit Protection, you can rest easy knowing you'll have expert support if the IRS ever comes knocking.</p>","fixed","automatic","249.0","Exempt","","TAX_Advisory_Tax Resolution","","","","<h3><strong>1. Scope of Service</strong></h3><p>MottaGuard for Individuals is a comprehensive compliance and audit protection service designed to assist with tax filings and related obligations. The service includes:</p><ul> <li>Monitoring of federal, state, and local tax compliance deadlines.</li> <li>Management of IRS and state tax notices.</li> <li>Filing and record retention support.</li> <li>Representation in case of audits or inquiries related to returns prepared by Motta Financial.</li> <li>Regular updates on changes in tax laws affecting your filing.</li> </ul><hr><h3><strong>2. Eligibility</strong></h3><p>This service is available to individuals whose tax filings are prepared by Motta Financial. For audit protection to apply, all tax returns must be filed accurately and on time, based on complete and truthful information provided by the client.</p><hr><h3><strong>3. Audit Protection</strong></h3><ul> <li> <strong>Coverage:</strong> Audit protection includes representation before the IRS or state tax authorities for returns prepared and filed by Motta Financial. This includes managing correspondence, responding to inquiries, and preparing required documentation.</li> <li> <strong>Exclusions:</strong> Audit protection does not cover issues resulting from fraudulent activity, omitted income, or misrepresentation of facts by the client. Additional fees may apply for services beyond routine representation.</li> </ul><hr><h3><strong>4. Responsibilities of the Client</strong></h3><p>To ensure the effectiveness of MottaGuard, you agree to:</p><ul> <li>Provide all necessary documents and information accurately and on time.</li> <li>Notify Motta Financial immediately of any notices, correspondence, or inquiries received from tax authorities.</li> <li>Maintain updated contact information for timely communication.</li> </ul><hr><h3><strong>5. Limitations of Service</strong></h3><p>MottaGuard is a compliance and support service, not a guarantee against audits or tax penalties. While we strive to minimize risks, responsibility for the accuracy and completeness of your tax filings ultimately rests with the client.</p><hr><h3><strong>6. Fees</strong></h3><p>The fee for MottaGuard is billed annually and covers the services outlined above. Additional services not included in the standard package may incur separate charges, which will be discussed and agreed upon in advance.</p><hr><h3><strong>7. Termination</strong></h3><p>Either party may terminate this agreement with 30 days' written notice. If terminated by the client, no refunds will be issued for partial-year coverage. Motta Financial reserves the right to terminate services if the client fails to comply with their responsibilities or violates these terms.</p><hr><h3><strong>8. Confidentiality</strong></h3><p>Motta Financial is committed to maintaining the confidentiality of your personal and financial information. We use secure methods for communication and data storage, ensuring compliance with applicable privacy laws.</p><hr><h3><strong>9. Dispute Resolution</strong></h3><p>In the event of a dispute, both parties agree to attempt resolution through mediation. If mediation is unsuccessful, disputes may be resolved through binding arbitration, under the rules of the American Arbitration Association.</p><hr><h3><strong>10. Acceptance of Terms</strong></h3><p>By enrolling in MottaGuard for Individuals, you acknowledge that you have read and agree to these terms. For any questions, please contact us at <strong>info@mottafinancial.com</strong> or call <strong>(702) 514-6055</strong>.</p>","November 24, 2024 08:49 pm","January 5, 2026 03:25 pm"
"2795305","Tax | Prep (1041): Trust & Estates","active","<p>Prepare federal and state income tax returns (Form 1041) for trusts and estates based on provided information. Includes calculating taxes owed, preparing schedules and forms, determining filing requirements, income, deductions, exemptions, and credits. Deliverables include completed Form 1041, Schedule K-1, e-filing or print copies. Advise on tax minimization strategies.</p>","fixed","automatic","1265.0","Exempt","","TAX_Prep_1041_Trust & Estate Tax Return","","","","","November 26, 2024 09:11 am","November 11, 2025 05:33 pm"
"2795309","Outsourced | Tax Prep (1120s): S-Corporation","active","<h2>Service Outcome</h2><p>Professional tax preparation for S-Corporations that ensures accurate IRS reporting and maximizes tax efficiency through comprehensive federal tax return filing.</p><h2>Key Deliverables</h2><ul><li>Complete Form 1120S federal tax return</li><li>Individualized Schedule K-1 for shareholders</li><li>Tax strategy consultation</li><li>Electronic filing support</li></ul><h2>Scope</h2><ul><li>Review of financial documentation</li><li>Precise tax liability calculation</li><li>Strategic tax optimization recommendations</li></ul><h2>Client Requirements</h2><ul><li>Provide complete financial records</li><li>Submit timely documentation</li><li>Collaborate with tax preparation team</li></ul><h2>Value Proposition</h2><p>✓ Ensures regulatory compliance ✓ Minimizes tax reporting risks ✓ Reduces administrative overhead</p>","fixed","automatic","1250.0","Exempt","","Tax_Prep_1120s_S-Corp","","","","","November 26, 2024 09:11 am","November 11, 2025 05:11 pm"
"2795310","Tax | Prep (1065): Partnership","active","<p>We will prepare your partnership's Form 1065 U.S. Return of Partnership Income including all required schedules. This will include calculating your partnership's ordinary business income, net rental real estate income, and other income. We will also calculate your deductions, credits, and other items affecting your partnership's tax liability.</p><p>The deliverable will be a complete Form 1065 package ready to be signed and filed with the IRS, including:</p><ul><li>Form 1065</li><li>Schedule K-1 for each partner</li><li>Supporting schedules as required</li></ul><p>We will work with you to gather all required information to prepare a complete and accurate return. We will also advise you on tax planning strategies to minimize your tax liability now and in future years.</p>","fixed","automatic","1250.0","Exempt","","Tax_Prep_1065_Partnership","","","","","November 26, 2024 09:11 am","November 11, 2025 05:34 pm"
"2795311","Tax | Prep (990): Non-Profit / Charitable Entities","active","<h3>Form 990 Preparation</h3><p>we specialize in the preparation and filing of <strong>IRS Form 990</strong>, ensuring tax-exempt organizations remain compliant with federal and state reporting requirements. Our services include:</p><ul><li> <strong>Review &amp; Consultation</strong> – We assess your organization's financial records to determine the appropriate version of Form 990 (990, 990-EZ, or 990-N).</li><li> <strong>Data Compilation &amp; Analysis</strong> – We organize and review financial statements, revenue sources, functional expenses, and program service accomplishments.</li><li> <strong>Form Preparation</strong> – We accurately complete Form 990, including required schedules, and ensure compliance with IRS guidelines.</li><li> <strong>Governance &amp; Compliance Review</strong> – We check governance policies, public disclosure requirements, and other best practices recommended by the IRS.</li><li> <strong>Electronic Filing &amp; Submission</strong> – Once finalized and approved, we e-file Form 990 to the IRS and, if required, assist with any applicable state filings.</li><li> <strong>Follow-up Support</strong> – We provide guidance on IRS notices, filing extensions, and responses to any tax-related inquiries concerning your 990 filing.</li></ul><p>You will receive a complete, audit-ready Form 990 filed electronically with the IRS before the deadline. Our goal is to ensure your nonprofit meets all filing requirements while maintaining transparency and accountability.</p>","fixed","manual","1250.0","Exempt","","Tax_Prep_990_Non-Profit / Charitable","","","","<h3><strong>1. Scope of Services</strong></h3><ul><li>Our services include preparation and electronic filing of Form 990 based on the financial and organizational data provided by the client.</li><li>We assist with required schedules and disclosures but do not provide audit or attestation services.</li><li>If additional filings (such as state charitable registrations) are needed, they may be subject to separate fees.</li></ul><h3><strong>2. Client Responsibilities</strong></h3><ul><li>The client must provide all necessary financial records, governing documents, and supporting information in a timely manner.</li><li>The client is responsible for reviewing the completed return and verifying its accuracy before submission.</li><li>Any changes after submission may require an amended return and additional fees.</li></ul><h3><strong>3. Fees &amp; Payment Terms</strong></h3><ul><li>Our fees are based on the complexity of the return, required schedules, and level of service needed.</li><li>Payment is due upon completion and prior to filing unless otherwise agreed upon in writing.</li><li>Late payments may be subject to additional charges or service suspension.</li></ul><h3><strong>4. Filing Deadlines &amp; Extensions</strong></h3><ul><li>The standard Form 990 deadline is the <strong>15th day of the 5th month</strong> after the organization's fiscal year-end.</li><li>If an extension is required, we can assist with filing Form 8868, but the client must notify us <strong>at least 10 days before the deadline</strong>.</li></ul><h3><strong>5. Confidentiality &amp; Data Security</strong></h3><ul><li>We maintain strict confidentiality regarding all client information.</li><li>Sensitive data is handled securely in compliance with applicable data protection laws.</li></ul><h3><strong>6. Limitation of Liability</strong></h3><ul><li>We prepare returns based on the information provided by the client. We are not responsible for errors resulting from incomplete or inaccurate data.</li><li>While we take every reasonable step to ensure accuracy, we do not guarantee IRS acceptance or approval of any tax-exempt status claims.</li></ul><h3><strong>7. Termination of Services</strong></h3><ul><li>Either party may terminate this agreement in writing. If terminated after work has begun, the client will be billed for services rendered.</li></ul>","November 26, 2024 09:11 am","November 11, 2025 05:33 pm"
"2796152","Compliance | Business License Renewal","active","<p>We will help renew your annual business license by:</p><ul><li>Reviewing current license for renewal requirements</li><li>Collecting necessary paperwork</li><li>Preparing and submitting renewal application before deadline</li><li>Communicating with agencies on your behalf</li><li>Providing copies of approved renewal paperwork</li></ul><p>Our service ensures timely license renewal so you can focus on your business.</p><p>&nbsp;</p>","fixed","automatic","200.0","Exempt","","ADVS_Compliance_Annual Filings","","","","","November 26, 2024 03:53 pm","November 11, 2025 04:46 pm"
"2798323","Tax | Financial Statement Compilation","active","<p style=""margin-left:0px;"">Our Financial Statement Compilation service provides businesses with professional-grade financial statements without the need for a formal audit or review. We take your financial data and organize it into clear, compliant financial statements, ensuring accuracy and alignment with standard accounting principles. This service is ideal for small to medium-sized businesses seeking to fulfill reporting requirements or gain financial insights for decision-making.</p><p style=""margin-left:0px;""><strong>Key Features:</strong></p><ul><li><p style=""margin-left:0px;"">Preparation of Balance Sheets, Income Statements, and Cash Flow Statements.</p></li><li><p style=""margin-left:0px;"">Professional formatting and compliance with relevant reporting standards.</p></li><li><p style=""margin-left:0px;"">Clear and concise presentation of financial data for stakeholders.</p></li><li><p style=""margin-left:0px;"">Personalized recommendations for improving financial clarity and processes.</p></li></ul><p style=""margin-left:0px;"">With Motta Financial, you receive precision, professionalism, and a commitment to helping your business succeed.</p>","fixed","automatic","1999.0","Exempt","","ACCT_Audit Readiness","","","","<ol><li><p style=""margin-left:0px;""><strong>Scope of Service:</strong><br>This service includes the compilation of financial statements based on information provided by the client. It does not include auditing or verification of the accuracy of the provided information.</p></li><li><p style=""margin-left:0px;""><strong>Client Responsibilities:</strong><br>The client agrees to provide complete and accurate financial records, supporting documentation, and any other required information within the agreed timeframe.</p></li><li><p style=""margin-left:0px;""><strong>Turnaround Time:</strong><br>Compilation will be completed within the timeline specified in the proposal, contingent on the timely provision of all required documentation by the client.</p></li><li><p style=""margin-left:0px;""><strong>Confidentiality:</strong><br>Motta Financial ensures that all client data will remain confidential and will only be used for the purpose of providing the requested service.</p></li><li><p style=""margin-left:0px;""><strong>Limitations of Service:</strong><br>This compilation does not provide assurance regarding the accuracy of the financial statements. The client is responsible for the accuracy and completeness of the data provided.</p></li><li><p style=""margin-left:0px;""><strong>Fee and Payment Terms:</strong><br>Fees are outlined in the engagement agreement and are based on the complexity and scope of the compilation. Payment is due as per the terms agreed upon during engagement.</p></li><li><p style=""margin-left:0px;""><strong>Amendments and Additional Requests:</strong><br>Any amendments or additional services requested beyond the initial scope may result in an adjustment to the agreed-upon fee.</p></li></ol><p style=""margin-left:0px;"">By utilizing our Financial Statement Compilation service, you agree to these terms, ensuring a smooth and effective engagement.</p>","November 27, 2024 10:29 am","November 11, 2025 05:06 pm"
"2820013","Advisory | Entity Management | Operating Agreement","active","<p>Our team will work closely with you to draft a simple operating agreement tailored to your business's structure and needs. This document will outline key operational, financial, and management roles and responsibilities while ensuring compliance with applicable regulations. Whether you're forming a single-member LLC or a partnership, we ensure your business foundation is solid and legally sound.</p><h4>Scope of Service:</h4><ol> <li> <strong>Consultation &amp; Information Gathering</strong>:<ul><li>Initial consultation to understand your business's structure and unique requirements.</li><li>Collection of relevant details regarding ownership, management roles, profit distribution, and other key terms.</li></ul> </li><li> <strong>Drafting the Operating Agreement</strong>:<ul><li>Creation of a professional, compliant, and tailored operating agreement.</li><li>Incorporation of your business's specific provisions while ensuring adherence to local and federal regulations.</li></ul> </li><li> <strong>Review &amp; Finalization</strong>:<ul><li>Presentation of a draft for your review and feedback.</li><li>Final adjustments based on your input to ensure satisfaction with the document.</li><li>Delivery of the final agreement in a format ready for execution.</li></ul> </li><li> <strong>Optional Add-Ons</strong>:<ul><li>Additional consultations for complex structures or further customization.</li><li>Filing assistance or collaboration with legal professionals for implementation.</li></ul> </li> </ol>","fixed","automatic","549.0","Exempt","","ADVS_Entity Mgmt_Entity Formation","","","","<ul> <li> <strong>Fee Structure</strong>: The service fee will be agreed upon prior to commencement and may vary based on the complexity of the operating agreement. All additional services requested beyond the standard scope will be billed separately.</li> <li> <strong>Timeline</strong>: Drafting of the operating agreement will be completed within 10 business days of receiving all required information and documents. Expedited service is available upon request for an additional fee.</li> <li> <strong>Client Responsibilities</strong>: The client must provide all requested information accurately and in a timely manner to avoid delays in the drafting process.</li> <li> <strong>Revisions</strong>: Up to two rounds of revisions are included in the standard fee. Additional revisions may incur additional charges.</li> <li> <strong>Confidentiality</strong>: All client information and documentation will be handled with strict confidentiality in accordance with Motta Financial's privacy policy.</li> <li> <strong>Limitations</strong>: This service is not a substitute for legal advice. While we strive to ensure compliance with applicable laws, clients are encouraged to consult their legal counsel for further guidance.</li> </ul>","December 10, 2024 09:16 am","November 11, 2025 05:01 pm"
"2825317","Rent | (The Dat Cave LLC)","active","<p>Motta Financial has been entrusted by The Dat Cave LLC to manage rent collection and financial administration for your rental property at 366 Dorchester St. Apt 1 South Boston MA 02127. Our goal is to provide you with a seamless, efficient, and transparent process for your rent payments.</p><p><strong>What This Means for You:</strong></p><ol> <li> <strong>Simplified Payment Process:</strong><ul><li>Your rent payments will now be processed through Motta Financial's secure payment system. You will receive instructions for submitting payments electronically, ensuring convenience and security.</li><li>Payments can also be made via alternative methods.</li></ul> </li><li> <strong>Payment Reminders and Receipts:</strong><ul><li>Prior to your rent due date, we will send friendly reminders to ensure timely payment.</li><li>Upon payment, you will receive a confirmation receipt for your records.</li></ul> </li><li> <strong>Dedicated Support:</strong><ul><li>Should you have any questions about your rent, payment status, or any financial concerns related to your lease, our team is here to assist.&nbsp;</li></ul> </li> </ol>","fixed","automatic","3000.0","Exempt","","Rental Income","","","","","December 12, 2024 10:22 am","November 11, 2025 05:23 pm"
"2843392","Rent | (Nha Trang USA)","active","<p>Motta Financial has been entrusted by Nha Trang USA to manage rent collection and financial administration for your rental property at 9 Henshaw St. Woburn, MA 01801. Our goal is to provide you with a seamless, efficient, and transparent process for your rent payments.</p><p><strong>What This Means for You:</strong></p><ol> <li> <strong>Simplified Payment Process:</strong><ul><li>Your rent payments will now be processed through Motta Financial's secure payment system. You will receive instructions for submitting payments electronically, ensuring convenience and security.</li><li>Payments can also be made via alternative methods.</li></ul> </li><li> <strong>Payment Reminders and Receipts:</strong><ul><li>Prior to your rent due date, we will send friendly reminders to ensure timely payment.</li><li>Upon payment, you will receive a confirmation receipt for your records.</li></ul> </li><li> <strong>Dedicated Support:</strong><ul><li>Should you have any questions about your rent, payment status, or any financial concerns related to your lease, our team is here to assist.&nbsp;</li></ul> </li> </ol>","fixed","automatic","2500.0","Exempt","","Rental Income","","","","","December 29, 2024 04:46 pm","November 11, 2025 05:25 pm"
"2843393","Parking Fees (Nha Trang USA)","active","<p>Motta Financial has been entrusted by Nha Trang USA to manage rent collection and financial administration for your <u>Parking Fees</u> at 9 Henshaw St. Woburn, MA 01801. Our goal is to provide you with a seamless, efficient, and transparent process for your rent payments.</p><p><strong>What This Means for You:</strong></p><ol> <li> <strong>Simplified Payment Process:</strong><ul><li>Your rent payments will now be processed through Motta Financial's secure payment system. You will receive instructions for submitting payments electronically, ensuring convenience and security.</li><li>Payments can also be made via alternative methods.</li></ul> </li><li> <strong>Payment Reminders and Receipts:</strong><ul><li>Prior to your rent due date, we will send friendly reminders to ensure timely payment.</li><li>Upon payment, you will receive a confirmation receipt for your records.</li></ul> </li><li> <strong>Dedicated Support:</strong><ul><li>Should you have any questions about your rent, payment status, or any financial concerns related to your lease, our team is here to assist. </li></ul> </li> </ol>","fixed","automatic","1000.0","Exempt","","Parking Fees","","","","","December 29, 2024 04:48 pm","December 22, 2025 05:46 pm"
"2854860","TAX (1099 - Contractor Payments) | Base","active","<p>At Motta Financial, we simplify the complex process of 1099 preparation, ensuring compliance with IRS reporting requirements while saving you time and stress. Our comprehensive service includes:</p><ol> <li> <strong>Vendor Analysis:</strong> Identifying vendors requiring 1099 reporting based on IRS criteria.</li><li> <strong>Document Collection:</strong> Assisting with gathering W-9 forms and payment details for vendors.</li><li> <strong>Data Review:</strong> Verifying accuracy and completeness of vendor information, including Taxpayer Identification Numbers (TINs).</li><li> <strong>Form Preparation and Filing:</strong> Preparing and filing 1099 forms electronically with the IRS and providing copies for vendors. <strong><u>[UP TO 5 CONTRACTORS]</u></strong> </li><li> <strong>Follow-Up:</strong> Resolving discrepancies, if any, with vendors or the IRS to ensure compliance.</li> </ol><p>This service is tailored to meet your specific needs, whether for a single vendor or a comprehensive vendor list.</p>","fixed","automatic","199.0","Exempt","","TAX_Prep_Payroll Tax","","","","<p><strong>Scope of Services</strong></p><ul><li>Motta Financial will prepare and electronically file 1099 forms for vendors identified by the client.</li><li>Forms will be prepared based on vendor information and payment details provided by the client.</li><li>Assistance will be provided in collecting and verifying W-9 forms, as needed.</li></ul><p><strong>Client Responsibilities</strong></p><ul><li>Provide complete and accurate vendor payment information (including W-9s, payment amounts, and contact details).</li><li>Respond promptly to any requests for additional details or clarifications.</li></ul><p><strong>Deliverables</strong></p><ul><li>Preparation and submission of all required 1099 forms to the IRS.</li><li>Copies of 1099 forms for client records and vendor distribution.</li></ul><p><strong>Fees and Payment Terms</strong></p><ul><li>The client agrees to pay a Fixed Base Fee for services rendered.</li><li>Additional Contractors will above five [5] will be $75 per additional form.</li><li>Fees are due upon acceptance of this proposal via Intuit Ignition.</li></ul><p><strong>Timeline</strong></p><ul><li>All required information must be submitted to Motta Financial by January 20th of the applicable filing deadline. Forms will be filed no later than the IRS deadline of [January 31].</li></ul><p><strong>Limitations</strong></p><ul><li>Motta Financial is not responsible for penalties due to late or incomplete submissions caused by delays in receiving necessary information from the client.</li></ul>","January 7, 2025 11:12 pm","December 29, 2025 11:26 am"
